#Organism group,Host,Source type,Create date,Location,Food origin,Collection date,
Listeria monocytogenes,bovine,animal,2014-07-09T15:05:34Z,USA,Germany,1985,
Salmonella enterica,bovine,,2024-01-03T05:14:52Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:14:59Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:15:08Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:15:15Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:15:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:15:21Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:15:22Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:15:29Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:16:11Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:16:19Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:16:26Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:16:40Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:17:06Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:17:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:17:19Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:17:26Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:17:28Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:17:55Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:18:02Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:18:08Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:18:09Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:18:14Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:19:01Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:19:04Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:19:13Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:19:20Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:19:25Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:19:50Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:19:50Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:20:36Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:20:45Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:20:59Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:21:07Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:21:20Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:21:30Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:21:28Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:21:42Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:23:21Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:23:44Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:24:02Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:24:15Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:24:22Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:24:30Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:24:30Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:24:43Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:24:49Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:24:53Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:25:00Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:25:06Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:25:07Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:25:12Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:26:12Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:26:19Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:26:25Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:26:32Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:26:38Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:26:44Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:26:52Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:26:59Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:27:07Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:27:12Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:27:15Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:27:19Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:27:22Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:27:25Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:27:29Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:28:19Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:28:27Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:28:33Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:28:40Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:28:47Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:28:54Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:29:01Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:29:09Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:30:15Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:30:22Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:31:12Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:31:18Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:31:26Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:31:33Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:31:41Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:32:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:32:20Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:32:26Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:32:31Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:32:40Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:32:53Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:33:00Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:37:08Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:37:12Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:37:31Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:37:43Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:38:03Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:38:02Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:38:20Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:38:20Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:38:36Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:39:04Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:40:10Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:40:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:40:24Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:40:37Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:40:43Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:40:49Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:40:55Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:41:01Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:41:08Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:41:14Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:41:14Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:42:15Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:42:21Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:42:27Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:42:34Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:42:40Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:42:47Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:42:53Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:43:06Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:43:12Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:44:19Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:44:26Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:44:34Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:44:40Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:44:47Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:44:55Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:45:02Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:45:11Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:45:17Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:45:19Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:45:24Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:46:12Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:46:19Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:46:29Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:46:36Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:47:15Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:47:21Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:47:40Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:48:07Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:48:09Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:48:14Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:48:34Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:50:17Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:50:44Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:51:07Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:52:23Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:52:30Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:52:37Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:52:55Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:53:09Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:53:17Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:53:21Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:53:35Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:53:37Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:53:45Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:53:51Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:53:55Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:54:08Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:54:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:54:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:54:23Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:55:18Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:55:25Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:55:32Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:55:51Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:56:10Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:56:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:56:18Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:56:22Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:56:25Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:56:28Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:57:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:57:22Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:57:28Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:57:34Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:57:41Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:57:47Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:57:53Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:57:59Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:58:05Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:58:11Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:58:11Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:58:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:59:10Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:59:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:59:22Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:59:28Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:59:34Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:59:40Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:59:46Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:59:52Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T05:59:58Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:00:04Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:00:12Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:00:11Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:00:17Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:01:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:01:23Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:01:30Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:01:37Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:01:44Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:02:10Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:02:16Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:02:21Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:02:22Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:02:33Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:03:12Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:03:24Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:03:32Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:03:46Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:03:53Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:04:13Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:04:20Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:04:23Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:04:26Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:04:35Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:04:46Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:05:15Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:05:21Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:05:31Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:05:48Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:05:54Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:07:14Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:07:21Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:07:27Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:07:45Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:07:51Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:08:17Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:08:19Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:08:24Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:08:24Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:08:29Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:08:30Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:08:35Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:08:36Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:08:41Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:08:42Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:08:59Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:09:13Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:09:18Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:09:24Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:09:37Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:09:44Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:10:17Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:10:23Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:10:30Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:10:35Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:10:41Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:10:48Z,USA:Texas,,2021,
Salmonella enterica,bovine,,2024-01-03T06:11:09Z,USA:Texas,,2021,
Salmonella enterica,Bos taurus,,2024-01-04T18:55:25Z,Italy,,2020,
Salmonella enterica,Bos taurus,,2024-01-04T18:55:26Z,Italy,,2020,
Salmonella enterica,Bos taurus,,2024-01-05T01:58:58Z,Italy,,2020,
Salmonella enterica,Bos taurus,,2024-01-05T01:59:00Z,Italy,,2017,
Salmonella enterica,Bos taurus,,2024-01-05T03:55:16Z,Italy,,2019,
Salmonella enterica,Bos taurus,,2024-01-05T03:55:17Z,Italy,,2020,
Salmonella enterica,Bos taurus,,2024-01-05T03:55:18Z,Italy,,2019,
Salmonella enterica,Bos taurus,,2024-01-05T03:55:18Z,Italy,,2020,
Salmonella enterica,Bos taurus,,2024-01-05T05:54:27Z,Italy,,2019,
Salmonella enterica,Bos taurus,,2024-01-05T10:54:04Z,Italy,,2019,
Salmonella enterica,Bos taurus,,2024-01-05T10:54:05Z,Italy,,2018,
Salmonella enterica,Bos taurus,,2024-01-05T13:54:18Z,Italy,,2019,
Salmonella enterica,Bos taurus,,2024-01-05T13:54:18Z,Italy,,2020,
Salmonella enterica,Bovine,animal,2024-01-10T18:07:03Z,USA:TX,USA:TX,2023,
Salmonella enterica,Bovine,animal,2024-01-10T18:07:06Z,USA:PA,USA:PA,2023,
Salmonella enterica,Bovine,animal,2024-01-12T20:07:02Z,USA:PA,USA:PA,2023,
Salmonella enterica,Bovine,animal,2024-01-12T20:07:02Z,USA:CA,USA:CA,2023,
Salmonella enterica,Bovine,animal,2024-01-12T20:07:02Z,USA:GA,USA:GA,2023,
Salmonella enterica,Bovine,animal,2024-01-12T20:07:03Z,USA:MO,USA:MO,2023,
Salmonella enterica,Bos taurus,animal,2024-01-16T19:03:51Z,,,2024-01,
Salmonella enterica,Bovine,animal,2024-01-16T20:58:12Z,USA:VA,USA:VA,2023,
Salmonella enterica,bovine,,2024-01-18T06:58:15Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T06:58:22Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T06:59:08Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T06:59:14Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T06:59:20Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T06:59:26Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T06:59:32Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T06:59:38Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T06:59:44Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T06:59:50Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:00:14Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:00:21Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:01:11Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:01:17Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:01:24Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:01:30Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:01:36Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:01:42Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:01:48Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:01:56Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:02:02Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:02:09Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:02:15Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:02:21Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:02:27Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:03:15Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:03:21Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:03:29Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-18T07:03:35Z,USA:Texas,,2019,
Salmonella enterica,bovine,,2024-01-19T15:32:36Z,USA:Texas,,2019,
Salmonella enterica,Bos taurus,animal,2024-01-22T20:01:28Z,USA:OK,,2022,
Salmonella enterica,Bovine,animal,2024-01-22T22:01:11Z,USA:KS,USA:KS,2024,
Salmonella enterica,Bovine,animal,2024-01-22T22:01:12Z,USA:NJ,USA:NJ,2024,
Salmonella enterica,Bovine,animal,2024-01-22T22:01:13Z,USA:MI,USA:MI,2024,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:36Z,USA: KY,,1/13/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:36Z,USA: KY,,4/29/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:36Z,USA: KY,,4/29/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:37Z,USA: KY,,4/18/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:37Z,USA: KY,,1/15/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:37Z,USA: KY,,1/25/2023,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:37Z,USA: NY,,6/3/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:38Z,USA: IA,,3/17/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:38Z,USA: NY,,4/30/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:38Z,USA: NY,,2/25/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:38Z,USA: ND,,5/10/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:38Z,USA: MN,,6/16/2023,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:39Z,USA: MN,,3/1/2023,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:39Z,USA: MI,,5/25/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:39Z,USA: MI,,5/25/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:39Z,USA: MI,,4/25/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:39Z,USA: MI,,6/1/2021,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:40Z,USA: KY,,5/4/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T14:50:40Z,USA: IA,,2/19/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T21:58:45Z,USA: PA,,1/10/2023,
Salmonella enterica,Bos taurus,animal,2024-01-24T21:58:45Z,USA: PA,,7/21/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T21:58:45Z,USA: PA,,4/25/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T21:58:46Z,USA: PA,,3/7/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T21:58:46Z,USA: PA,,5/8/2023,
Salmonella enterica,Bos taurus,animal,2024-01-24T21:58:46Z,USA: PA,,5/5/2023,
Salmonella enterica,Bos taurus,animal,2024-01-24T21:58:46Z,USA: OH,,10/6/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T21:58:48Z,USA: OH,,11/30/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T21:58:49Z,USA: WI,,10/25/2022,
Salmonella enterica,Bos taurus,animal,2024-01-24T21:58:49Z,USA: WI,,3/23/2022,
